;
Date;2017:9:22;19:24:4;
Buy usd;Bălți Prometeu CSV;17.61;
Sell usd;Benefit Leușeni CSV;17.6;Clio Schimb CSV;17.6;
Usd Total;0.01;
Buy eur;Deghest CSV;21.05;
Sell eur;Benefit Leușeni CSV;20.99;
Eur Total;0.06;
Buy rub;Armetis-Grup CSV Filiala 2;0.3;Clio Schimb CSV;0.3;Larixim CSV;0.3;Milinex-com CSV;0.3;Mixolidia CSV;0.3;Protanir CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Clio CSV;0.68;Lisa-Schimb CSV;0.68;
Sell uah;Benefit Aeroport CSV;0.67;
Uah Total;0.01;
Buy gbp;Clio CSV;23.61;
Sell gbp;FinComBank;23.5;Doroș Schimb CSV;23.5;
Gbp Total;0.11;
Buy chf;Clio Schimb CSV;18.46;
Sell chf;Moldindconbank;18.4;Moldova Agroindbank;18.4;
Chf Total;0.06;
;
Date;2017:9:23;10:31:28;
Buy eur;EuroCreditBank;21.02;Bălți Prometeu CSV;21.02;
Sell eur;Benefit Aeroport CSV;20.99;Benefit Leușeni CSV;20.99;
Eur Total;0.03;
Buy rub;Armetis-Grup CSV;0.3;Larixim CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Rizavic CSV;0.68;
Sell uah;FinComBank;0.65;
Uah Total;0.03;
Buy gbp;Ciocana CSV;23.5;
Sell gbp;Clio CSV Filiala 1;23.45;
Gbp Total;0.05;
Buy chf;Adalan-Com CSV;18.4;Floare-Schimb CSV;18.4;Lavronix CSV;18.4;Lozcoz CSV;18.4;Nichi-schimb CSV;18.4;
Sell chf;Clio CSV Filiala 1;18.38;
Chf Total;0.02;
;
Date;2017:9:23;11:18:2;
Buy eur;EuroCreditBank;21.02;Bălți Prometeu CSV;21.02;
Sell eur;Benefit Aeroport CSV;20.99;Benefit Leușeni CSV;20.99;
Eur Total;0.03;
Buy rub;Armetis-Grup CSV;0.3;Larixim CSV;0.3;Victory-Schimb-1 CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Rizavic CSV;0.68;
Sell uah;FinComBank;0.65;
Uah Total;0.03;
Buy gbp;Ciocana CSV;23.5;
Sell gbp;Clio CSV Filiala 1;23.45;
Gbp Total;0.05;
Buy chf;Adalan-Com CSV;18.4;Floare-Schimb CSV;18.4;Lavronix CSV;18.4;Lozcoz CSV;18.4;Nichi-schimb CSV;18.4;
Sell chf;Clio CSV Filiala 1;18.38;
Chf Total;0.02;
;
Date;2017:9:23;15:9:35;
Buy eur;EuroCreditBank;21.02;Bălți Prometeu CSV;21.02;
Sell eur;Benefit Aeroport CSV;20.99;Benefit Leușeni CSV;20.99;
Eur Total;0.03;
Buy rub;Armetis-Grup CSV;0.3;Larixim CSV;0.3;Victory-Schimb-1 CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Rizavic CSV;0.68;
Sell uah;FinComBank;0.65;
Uah Total;0.03;
Buy gbp;Ciocana CSV;23.5;
Sell gbp;Clio CSV Filiala 1;23.45;
Gbp Total;0.05;
Buy chf;Adalan-Com CSV;18.4;Floare-Schimb CSV;18.4;Lavronix CSV;18.4;Lozcoz CSV;18.4;Nichi-schimb CSV;18.4;
Sell chf;Clio CSV Filiala 1;18.38;
Chf Total;0.02;
;
Date;2017:9:23;15:37:20;
Buy eur;EuroCreditBank;21.02;Bălți Prometeu CSV;21.02;
Sell eur;Benefit Aeroport CSV;20.99;Benefit Leușeni CSV;20.99;
Eur Total;0.03;
Buy rub;Armetis-Grup CSV;0.3;Larixim CSV;0.3;Victory-Schimb-1 CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Rizavic CSV;0.68;
Sell uah;FinComBank;0.65;
Uah Total;0.03;
Buy gbp;Ciocana CSV;23.5;
Sell gbp;Clio CSV Filiala 1;23.45;
Gbp Total;0.05;
Buy chf;Adalan-Com CSV;18.4;Floare-Schimb CSV;18.4;Lavronix CSV;18.4;Lozcoz CSV;18.4;Nichi-schimb CSV;18.4;
Sell chf;Clio CSV Filiala 1;18.38;
Chf Total;0.02;
;
Date;2017:9:24;10:12:20;
Buy eur;EuroCreditBank;21.02;
Sell eur;Benefit Aeroport CSV;20.98;Benefit Leușeni CSV;20.98;
Eur Total;0.04;
Buy rub;Armetis-Grup CSV Filiala 2;0.301;
Sell rub;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy gbp;Avada Invest CSV;23.47;
Sell gbp;Clio CSV Filiala 1;23.45;
Gbp Total;0.02;
Buy chf;Clio CSV;18.45;
Sell chf;EuroCreditBank;18.4;Moldova Agroindbank;18.4;
Chf Total;0.05;
;
Date;2017:9:24;18:53:42;
Buy eur;EuroCreditBank;21.02;
Sell eur;Benefit Aeroport CSV;20.98;Benefit Leușeni CSV;20.98;
Eur Total;0.04;
Buy rub;Armetis-Grup CSV Filiala 2;0.301;Armetis-Grup CSV Filiala 3;0.301;
Sell rub;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy gbp;Avada Invest CSV;23.47;
Sell gbp;Armetis-Grup CSV Filiala 3;23.43;
Gbp Total;0.04;
Buy chf;Clio CSV;18.45;
Sell chf;EuroCreditBank;18.4;Moldova Agroindbank;18.4;
Chf Total;0.05;
;
Date;2017:9:25;10:21:29;
Buy eur;Clio CSV Filiala 1;20.98;
Sell eur;Benefit Aeroport CSV;20.96;
Eur Total;0.02;
Buy rub;Mobiasbanca;0.3;Ciocana CSV;0.3;Clio CSV;0.3;Clio CSV Filiala 1;0.3;Mixolidia CSV;0.3;
Sell rub;Benefit Aeroport CSV;0.298;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Adalan-Com CSV;0.67;Ciocana CSV;0.67;Floare-Schimb CSV;0.67;Lavronix CSV;0.67;Lozcoz CSV;0.67;Nelus-Grup CSV;0.67;
Sell uah;FinComBank;0.65;
Uah Total;0.02;
Buy chf;Clio CSV;18.42;Clio CSV Filiala 1;18.42;Clio Schimb CSV;18.42;
Sell chf;Moldindconbank;18.4;Moldova Agroindbank;18.4;
Chf Total;0.02;
;
Date;2017:9:26;9:28:58;
Buy eur;Ciocana CSV;20.86;
Sell eur;Clio Schimb CSV;20.85;
Eur Total;0.01;
Buy rub;Larixim CSV;0.301;
Sell rub;Benefit Leușeni CSV;0.299;
Rub Total;0.00;
Buy uah;Ciocana CSV;0.67;
Sell uah;FinComBank;0.66;
Uah Total;0.01;
Buy chf;Clio CSV Filiala 1;18.35;Clio Schimb CSV;18.35;
Sell chf;Moldova Agroindbank;18.3;
Chf Total;0.05;
;
Date;2017:9:26;21:24:19;
Buy usd;ProCredit Bank;17.59;
Sell usd;Arminius CSV;17.58;Benefit Aeroport CSV;17.58;Brio Exchange CSV;17.58;Ciocana CSV;17.58;Clio CSV;17.58;Clio Schimb CSV;17.58;Dalimir CSV;17.58;Larixim CSV;17.58;Mixolidia CSV;17.58;Orion CSV;17.58;
Usd Total;0.01;
Buy eur;Energbank;20.85;
Sell eur;Benefit Aeroport CSV;20.78;Benefit Leușeni CSV;20.78;
Eur Total;0.07;
Buy rub;Milinex-com CSV;0.301;
Sell rub;Benefit Leușeni CSV;0.298;
Rub Total;0.00;
Buy uah;Bălți Prometeu CSV;0.67;Ciocana CSV;0.67;Dalimir CSV;0.67;Nelus-Grup CSV;0.67;Rizavic CSV;0.67;
Sell uah;FinComBank;0.66;
Uah Total;0.01;
Buy gbp;Avada Invest CSV;23.4;Ciocana CSV;23.4;Clio CSV;23.4;Dalimir CSV;23.4;
Sell gbp;Armetis-Grup CSV;23.37;
Gbp Total;0.03;
Buy chf;Clio CSV;18.36;
Sell chf;Moldova Agroindbank;18.3;Larixim CSV;18.3;
Chf Total;0.06;
;
Date;2017:9:30;11:51:30;
Buy eur;Protanir CSV;20.74;
Sell eur;Benefit Leușeni CSV;20.68;
Eur Total;0.06;
Buy rub;Armetis-Grup CSV;0.3;Armetis-Grup CSV Filiala 2;0.3;
Sell rub;Benefit Aeroport CSV;0.299;
Rub Total;0.00;
Buy uah;Adalan-Com CSV;0.66;Armetis-Grup CSV;0.66;Armetis-Grup CSV Filiala 1;0.66;Armetis-Grup CSV Filiala 2;0.66;Arminius CSV;0.66;Aurmar-com CSV;0.66;Castom-Schimb CSV;0.66;Clio CSV;0.66;Clio CSV Filiala 1;0.66;Clio Schimb CSV;0.66;Deghest CSV;0.66;Fianirix-Group CSV;0.66;Larixim CSV;0.66;Lavronix CSV;0.66;Lisa-Schimb CSV;0.66;Lozcoz CSV;0.66;Milinex-com CSV;0.66;Milinex-Schimb CSV;0.66;Mixolidia CSV;0.66;Nelus-Grup CSV;0.66;Protanir CSV;0.66;Rizavic CSV;0.66;Valuta Elit CSV;0.66;
Sell uah;FinComBank;0.65;Benefit Aeroport CSV;0.65;
Uah Total;0.01;
Buy chf;Avada Invest CSV;18.3;Ciocana CSV;18.3;
Sell chf;Larixim CSV;18.2;
Chf Total;0.10;
;
Date;2017:9:30;12:41:32;
Buy eur;Protanir CSV;20.74;
Sell eur;Benefit Leușeni CSV;20.68;
Eur Total;0.06;
Buy rub;Armetis-Grup CSV;0.3;Armetis-Grup CSV Filiala 2;0.3;
Sell rub;Benefit Aeroport CSV;0.299;
Rub Total;0.00;
Buy uah;Adalan-Com CSV;0.66;Armetis-Grup CSV;0.66;Armetis-Grup CSV Filiala 1;0.66;Armetis-Grup CSV Filiala 2;0.66;Arminius CSV;0.66;Aurmar-com CSV;0.66;Castom-Schimb CSV;0.66;Clio CSV;0.66;Clio CSV Filiala 1;0.66;Clio Schimb CSV;0.66;Deghest CSV;0.66;Fianirix-Group CSV;0.66;Ghestrat CSV;0.66;Larixim CSV;0.66;Lavronix CSV;0.66;Lisa-Schimb CSV;0.66;Lozcoz CSV;0.66;Milinex-com CSV;0.66;Milinex-Schimb CSV;0.66;Mixolidia CSV;0.66;Nelus-Grup CSV;0.66;Protanir CSV;0.66;Rizavic CSV;0.66;Valuta Elit CSV;0.66;
Sell uah;FinComBank;0.65;Benefit Aeroport CSV;0.65;
Uah Total;0.01;
Buy chf;Avada Invest CSV;18.3;Ciocana CSV;18.3;
Sell chf;Larixim CSV;18.2;
Chf Total;0.10;
;
Date;2017:10:2;20:47:4;
Buy usd;Londor-Schimb CSV;17.56;
Sell usd;Clio Schimb CSV;17.54;
Usd Total;0.02;
Buy uah;Adalan-Com CSV;0.66;Armetis-Grup CSV;0.66;Armetis-Grup CSV Filiala 1;0.66;Armetis-Grup CSV Filiala 2;0.66;Armetis-Grup CSV Filiala 3;0.66;Arminius CSV;0.66;Aurmar-com CSV;0.66;Avada Invest CSV;0.66;Castom-Schimb CSV;0.66;Clio CSV;0.66;Clio Schimb CSV;0.66;Deghest CSV;0.66;Doroș Schimb CSV;0.66;Fianirix-Group CSV;0.66;Floare-Schimb CSV;0.66;Ghestrat CSV;0.66;Lavronix CSV;0.66;Lozcoz CSV;0.66;Milinex-com CSV;0.66;Milinex-Schimb CSV;0.66;Mixolidia CSV;0.66;Nelus-Grup CSV;0.66;OVG Schimb CSV;0.66;Protanir CSV;0.66;Rizavic CSV;0.66;Valuta Elit CSV;0.66;Vandis-Schimb CSV;0.66;
Sell uah;Benefit Aeroport CSV;0.65;
Uah Total;0.01;
Buy gbp;Clio CSV;23.13;
Sell gbp;Clio Schimb CSV;23.12;
Gbp Total;0.01;
Buy chf;Clio CSV;18.31;
Sell chf;Larixim CSV;18.25;
Chf Total;0.06;
;
Date;2017:10:4;21:26:55;
Buy eur;Orion CSV;20.6;
Sell eur;Avada Invest CSV;20.57;
Eur Total;0.03;
Buy rub;Armetis-Grup CSV;0.298;Armetis-Grup CSV Filiala 2;0.298;Armetis-Grup CSV Filiala 3;0.298;Arminius CSV;0.298;Avada Invest CSV;0.298;Clio Schimb CSV;0.298;Larixim CSV;0.298;Lisa-Schimb CSV;0.298;Milinex-com CSV;0.298;
Sell rub;Benefit Aeroport CSV;0.297;Benefit Leușeni CSV;0.297;
Rub Total;0.00;
Buy chf;Ciocana CSV;18.2;
Sell chf;EuroCreditBank;18.1;
Chf Total;0.10;
;
Date;2017:10:7;15:25:15;
Buy usd;Comerțbank;17.45;Moldova Agroindbank;17.45;
Sell usd;Benefit Leușeni CSV;17.41;
Usd Total;0.04;
Buy eur;Clio CSV Filiala 1;20.45;
Sell eur;Benefit Leușeni CSV;20.33;
Eur Total;0.12;
Buy chf;Clio CSV;18.06;Clio Schimb CSV;18.06;Deghest CSV;18.06;Milinex-com CSV;18.06;
Sell chf;Moldova Agroindbank;18.0;
Chf Total;0.06;
;
Date;2017:10:9;18:34:21;
Buy usd;Comerțbank;17.44;
Sell usd;Clio CSV Filiala 1;17.42;
Usd Total;0.02;
Buy rub;Clio CSV Filiala 1;0.296;Larixim CSV;0.296;Milinex-com CSV;0.296;
Sell rub;Floare-Schimb CSV;0.295;
Rub Total;0.00;
Buy gbp;Ciocana CSV;22.63;
Sell gbp;Everest-Schimb CSV;22.59;
Gbp Total;0.04;
Buy chf;Clio CSV;18.11;
Sell chf;Moldova Agroindbank;18.0;
Chf Total;0.11;
;
Date;2017:10:15;11:26:36;
Buy usd;Energbank;17.37;
Sell usd;Clio CSV;17.33;Clio CSV Filiala 1;17.33;Deghest CSV;17.33;
Usd Total;0.04;
Buy eur;Energbank;20.5;
Sell eur;Victory-Schimb-1 CSV;20.48;
Eur Total;0.02;
Buy ron;Avada Invest CSV;4.46;Ciocana CSV;4.46;
Sell ron;Benefit Aeroport CSV;4.45;
Ron Total;0.01;
Buy gbp;Avada Invest CSV;22.7;Ciocana CSV;22.7;
Sell gbp;Larixim CSV;21.1;
Gbp Total;1.60;
Buy chf;Armetis-Grup CSV;18.03;Armetis-Grup CSV Filiala 1;18.03;
Sell chf;Moldova Agroindbank;17.95;
Chf Total;0.08;
;
Date;2017:10:20;19:25:35;
Buy usd;Victory-Schimb-1 CSV Filiala 1;17.29;
Sell usd;Adalan-Com CSV;17.27;Clio CSV;17.27;Lisa-Schimb CSV;17.27;
Usd Total;0.02;
Buy rub;Larixim CSV;0.298;
Sell rub;Lot-Bani CSV;0.295;
Rub Total;0.00;
Buy ron;Armetis-Grup CSV;4.44;Armetis-Grup CSV Filiala 3;4.44;
Sell ron;Lot-Bani CSV;4.43;
Ron Total;0.01;
Buy gbp;Avada Invest CSV;22.46;
Sell gbp;OVG Schimb CSV;22.45;
Gbp Total;0.01;
Buy chf;Orion CSV;18.0;
Sell chf;Moldova Agroindbank;17.8;
Chf Total;0.20;
;
Date;2017:10:21;10:53:9;
Buy chf;Armetis-Grup CSV;17.9;Clio CSV;17.9;Clio CSV Filiala 1;17.9;Clio Schimb CSV;17.9;Milinex-com CSV;17.9;Milinex-Schimb CSV;17.9;Vandis-Schimb CSV;17.9;
Sell chf;Moldova Agroindbank;17.8;
Chf Total;0.10;
;
Date;2017:10:22;11:31:40;
Buy usd;Protanir CSV;17.29;Victory-Schimb-1 CSV;17.29;
Sell usd;Larixim CSV;17.28;
Usd Total;0.01;
Buy eur;Bălți Prometeu CSV;20.37;
Sell eur;Benefit Aeroport CSV;20.35;Benefit Leușeni CSV;20.35;
Eur Total;0.02;
Buy gbp;Clio CSV;22.55;
Sell gbp;Floare-Schimb CSV;22.54;
Gbp Total;0.01;
Buy chf;Clio CSV;17.95;Protanir CSV;17.95;
Sell chf;Moldova Agroindbank;17.8;
Chf Total;0.15;
;
Date;2017:10:22;11:31:53;
Buy usd;Protanir CSV;17.29;Victory-Schimb-1 CSV;17.29;
Sell usd;Larixim CSV;17.28;
Usd Total;0.01;
Buy eur;Bălți Prometeu CSV;20.37;
Sell eur;Benefit Aeroport CSV;20.35;Benefit Leușeni CSV;20.35;
Eur Total;0.02;
Buy gbp;Clio CSV;22.55;
Sell gbp;Floare-Schimb CSV;22.54;
Gbp Total;0.01;
Buy chf;Clio CSV;17.95;Protanir CSV;17.95;
Sell chf;Moldova Agroindbank;17.8;
Chf Total;0.15;
;
Date;2017:10:27;9:23:32;
Buy chf;Clio CSV Filiala 1;17.65;Clio Schimb CSV;17.65;
Sell chf;Larixim CSV;17.5;
Chf Total;0.15;
;
Date;2017:10:27;13:48:48;
Buy usd;Clio Schimb CSV;17.27;Vandis-Schimb CSV;17.27;
Sell usd;Brio Exchange CSV;17.25;
Usd Total;0.02;
Buy eur;Clio Schimb CSV;20.17;Vandis-Schimb CSV;20.17;
Sell eur;Axemol CSV;20.14;Fides&Co Schimb CSV;20.14;
Eur Total;0.03;
Buy gbp;Ciocana CSV;22.4;Larixim CSV;22.4;
Sell gbp;Clio Schimb CSV;22.39;
Gbp Total;0.01;
Buy chf;Clio CSV;17.66;Clio Schimb CSV;17.66;
Sell chf;Victory-Schimb-1 CSV Filiala 1;17.5;
Chf Total;0.16;
;
Date;2017:10:28;12:2:33;
Buy usd;Energbank;17.3;
Sell usd;Benefit Leușeni CSV;17.28;
Usd Total;0.02;
Buy eur;Protanir CSV;20.18;
Sell eur;Benefit Leușeni CSV;20.15;
Eur Total;0.03;
Buy gbp;Avada Invest CSV;22.45;
Sell gbp;Clio CSV Filiala 1;22.43;Doroș Schimb CSV;22.43;
Gbp Total;0.02;
Buy chf;Armetis-Grup CSV;17.65;Nichi-schimb CSV;17.65;
Sell chf;EuroCreditBank;17.6;Moldova Agroindbank;17.6;Larixim CSV;17.6;Victory-Schimb-1 CSV Filiala 1;17.6;
Chf Total;0.05;
;
Date;2017:10:29;12:42:26;
Buy gbp;Avada Invest CSV;22.45;
Sell gbp;Clio CSV Filiala 1;22.43;Doroș Schimb CSV;22.43;
Gbp Total;0.02;
Buy chf;Armetis-Grup CSV;17.65;
Sell chf;EuroCreditBank;17.6;Moldova Agroindbank;17.6;Larixim CSV;17.6;Victory-Schimb-1 CSV Filiala 1;17.6;
Chf Total;0.05;
;
Date;2017:10:31;19:4:59;
Buy usd;Armetis-Grup CSV Filiala 2;17.38;
Sell usd;Benefit Leușeni CSV;17.3;
Usd Total;0.08;
Buy eur;Vandis-Schimb CSV;20.23;
Sell eur;Benefit Leușeni CSV;20.19;
Eur Total;0.04;
Buy uah;CSV-Real CSV;0.66;
Sell uah;FinComBank;0.65;
Uah Total;0.01;
Buy gbp;Armetis-Grup CSV Filiala 2;22.86;
Sell gbp;Brio Exchange CSV;22.6;OVG Schimb CSV;22.6;Victory-Schimb-1 CSV Filiala 1;22.6;
Gbp Total;0.26;
Buy chf;Adalan-Com CSV;17.62;
Sell chf;Armetis-Grup CSV Filiala 1;17.56;
Chf Total;0.06;
;
Date;2017:11:7;21:52:47;
Buy usd;Clio Schimb CSV;17.5;
Sell usd;Benefit Aeroport CSV;17.44;
Usd Total;0.06;
Buy eur;ProCredit Bank;20.27;
Sell eur;Axemol CSV;20.26;Benefit Aeroport CSV;20.26;Larixim CSV;20.26;Mantigon CSV;20.26;Protanir CSV;20.26;
Eur Total;0.01;
Buy rub;Comerțbank;0.295;Energbank;0.295;Victoriabank;0.295;Armetis-Grup CSV;0.295;Armetis-Grup CSV Filiala 2;0.295;Arminius CSV;0.295;Aurmar-com CSV;0.295;Avada Invest CSV;0.295;Castom-Schimb CSV;0.295;Fianirix-Group CSV;0.295;Mixolidia CSV;0.295;Valuta Elit CSV;0.295;Victory-Schimb-1 CSV;0.295;
Sell rub;Protanir CSV;0.294;
Rub Total;0.00;
Buy gbp;Avada Invest CSV;22.79;
Sell gbp;Benefit Leușeni CSV;22.67;
Gbp Total;0.12;
;
Date;2017:11:8;18:52:54;
Buy usd;Clio Schimb CSV;17.56;
Sell usd;Benefit Leușeni CSV;17.47;
Usd Total;0.09;
Buy eur;Clio Schimb CSV;20.34;
Sell eur;Benefit Aeroport CSV;20.25;Benefit Leușeni CSV;20.25;
Eur Total;0.09;
Buy gbp;Avada Invest CSV;22.85;
Sell gbp;Denarii Prof CSV;22.75;Evelina Schimb CSV;22.75;Vadisan CSV;22.75;
Gbp Total;0.10;
Buy chf;Clio CSV;17.54;
Sell chf;Larixim CSV;17.5;Victory-Schimb-1 CSV Filiala 1;17.5;
Chf Total;0.04;
;
Date;2017:11:9;18:53:18;
Buy usd;Arminius CSV;17.66;
Sell usd;Benefit Leușeni CSV;17.51;
Usd Total;0.15;
Buy eur;Arminius CSV;20.45;
Sell eur;Benefit Leușeni CSV;20.33;
Eur Total;0.12;
Buy ron;Avada Invest CSV;4.4;
Sell ron;Ciocana CSV;4.39;Clio CSV;4.39;Victory-Schimb-1 CSV;4.39;Victory-Schimb-1 CSV Filiala 1;4.39;
Ron Total;0.01;
Buy uah;Arminius CSV;0.66;CSV-Real CSV;0.66;Milinex-com CSV;0.66;Milinex-Schimb CSV;0.66;Protanir CSV;0.66;Vandis-Schimb CSV;0.66;
Sell uah;Benefit Leușeni CSV;0.65;
Uah Total;0.01;
Buy gbp;Avada Invest CSV;22.91;
Sell gbp;Lot-Bani CSV;22.83;Maralstar CSV;22.83;
Gbp Total;0.08;
Buy chf;Avada Invest CSV;17.6;Orion CSV;17.6;
Sell chf;Larixim CSV;17.5;Victory-Schimb-1 CSV Filiala 1;17.5;
Chf Total;0.10;
;
Date;2017:11:11;9:15:16;
Buy usd;Adalan-Com CSV;17.65;Lozcoz CSV;17.65;
Sell usd;Benefit Aeroport CSV;17.6;Benefit Leușeni CSV;17.6;
Usd Total;0.05;
Buy eur;Adalan-Com CSV;20.52;Clio Schimb CSV;20.52;Lozcoz CSV;20.52;
Sell eur;Benefit Aeroport CSV;20.5;Benefit Leușeni CSV;20.5;
Eur Total;0.02;
Buy uah;Adalan-Com CSV;0.66;Armetis-Grup CSV;0.66;Armetis-Grup CSV Filiala 2;0.66;Clio CSV Filiala 1;0.66;Clio Schimb CSV;0.66;Lozcoz CSV;0.66;
Sell uah;Benefit Aeroport CSV;0.65;
Uah Total;0.01;
Buy gbp;Ciocana CSV;23.06;
Sell gbp;Benefit Aeroport CSV;22.97;Benefit Leușeni CSV;22.97;
Gbp Total;0.09;
Buy chf;Clio Schimb CSV;17.68;
Sell chf;Victory-Schimb-1 CSV Filiala 1;17.6;
Chf Total;0.08;
;
